,data
189,0.14
190,0.16
191,-0.55
192,0.84
193,0.56
194,0.39
195,-0.23
196,0.19
197,-0.64
198,-1.42
199,1.2
200,-0.35
201,0.43
202,-0.84
203,-0.25
204,0.93
205,0.81
206,0.1
207,0.03
208,0.2
209,-1.33
210,0.44
211,0.16
212,-1.18
213,0.15
214,-0.47
215,-1.35
216,0.14
217,0.72
218,0.69
219,0.47
220,0.65
221,-0.27
222,-0.04
223,-0.06
224,0.04
225,0.13
226,0.71
227,0.38
228,-0.13
229,0.15
230,0.16
231,-0.07
232,0.11
233,0.35
234,0.51
235,0.21
236,0.65
237,0.23
238,0.47
239,-0.04
240,0.12
241,-0.45
242,-0.11
243,-1.61
244,0.65
245,-0.31
246,-1.33
247,0.39
248,0.06
249,0.61
250,0.9
251,0.88
252,0.03
253,0.8
254,0.38
255,0.74
256,-0.1
257,-0.37
258,-0.5
259,0.56
260,0.21
261,-0.51
262,0.76
263,-0.05
264,-0.26
265,0.32
266,0.63
267,0.76
268,-0.25
269,0.84
270,0.41
271,1.13
272,0.56
273,-0.13
274,0.84
275,-0.05
276,-1.27
277,0.7
278,1.11
279,-0.46
280,0.41
281,0.06
282,-0.4
283,-0.4
284,-2.05
285,1.04
286,0.79
287,1.04
288,0.25
289,0.14
290,-0.67
291,0.39
292,-1.57
293,0.27
294,-0.1
295,-1.83
296,0.7
297,-0.22
298,-0.22
299,0.58
300,0.93
301,0.56
302,0.89
303,-0.11
304,-0.52
305,0.19
306,0.04
307,0.5
308,0.2
309,-0.02
310,0.07
311,0.09
312,0.48
313,0.54
314,0.53
315,-0.07
316,-0.32
317,0.22
318,0.41
319,-0.07
320,-0.23
321,0.2
322,0.03
323,0.13
324,0.46
325,0.34
326,-0.44
327,0.97
328,-0.56
329,0.05
330,-0.84
331,0.59
332,0.26
333,-1.84
334,-2.26
335,0.53
336,1.24
337,0.59
338,0.93
339,-0.01
340,0.24
341,0.33
342,0.29
343,-0.07
344,0.49
345,-0.35
346,-0.13
347,0.11
348,0.12
349,-0.1
350,-0.86
351,0.58
352,0.74
353,0.05
354,0.56
355,0.42
356,0.1
357,-0.95
358,0.72
359,-0.2
360,0.38
361,-0.13
362,-0.01
363,-0.32
364,-0.21
365,-0.43
366,0.43
367,0.17
368,-1.22
369,0.66
370,0.65
371,-0.74
372,0.05
373,-0.34
374,0.34
375,1.12
376,0.26
377,0.37
378,-0.61
379,-0.52
380,0.57
381,-0.58
382,-0.36
383,-1.1
384,0.49
385,1.02
386,0.77
387,0.51
388,-1.13
389,0.04
390,-0.44
391,-0.93
392,-0.15
393,-0.42
394,0.2
395,1.45
396,0.48
397,-0.07
398,-1.49
399,-1.09
400,0.87
401,0.42
402,0.38
403,0.94
404,0.02
405,0.64
406,1.06
407,-0.49
408,0.09
409,0.35
410,0.3
411,0.82
412,0.55
413,-0.03
414,0.55
415,1.15
416,0.4
417,-0.44
418,0.11
419,0.47
420,0.38
421,0.45
422,-0.81
423,1.03
424,0.54
425,-0.59
426,-0.2
427,0.03
428,-0.24
429,0.6
430,-0.71
431,-0.56
432,1.54
433,0.36
434,1.28
435,0.13
436,-0.56
437,0.5
438,0.54
439,-0.16
440,0.46
441,-0.43
442,-0.4
443,-0.6
444,-0.01
445,-0.07
446,0.28
447,-0.41
448,0.04
449,1.07
450,0.23
451,0.85
452,0.09
453,-0.67
454,0.83
455,0.02
456,-0.74
457,-1.17
458,0.45
459,0.86
460,0.64
461,-0.65
462,-1.13
463,0.58
464,-0.51
465,0.7
466,0.97
467,0.36
468,0.93
469,0.29
470,-1.35
471,0.69
472,0.18
473,0.05
474,-0.48
475,1.05
476,0.01
477,0.61
478,-1.46
479,-0.07
480,0.7
481,-0.58
482,-0.2
483,0.28
484,-0.59
485,0.13
486,0.28
487,-0.74
488,-1.16
489,-2.27
490,-0.94
491,0.08
492,1.35
493,0.29
494,0.28
495,0.08
496,-0.5
497,0.26
498,0.84
499,0.21
500,0.27
501,0.19
502,0.66
503,0.36
504,-0.34
505,0.5
506,0.34
507,-0.6
508,0.09
509,-0.07
510,-0.01
511,0.61
512,0.33
513,0.1
514,1.07
515,0.62
516,0.7
517,-0.64
518,0.34
519,-0.28
520,1.17
521,0.24
522,0.25
523,0.66
524,0.94
525,-0.25
526,-0.01
527,1.37
528,0.01
529,0.76
530,0.88
531,-0.42
532,1.4
533,0.25
534,0.81
535,-0.29
536,0.38
537,-0.53
538,0.42
539,0.76
540,-0.9
541,-0.19
542,1.1
543,0.88
544,0.77
545,0.74
546,0.29
547,0.38
548,0.16
549,0.1
550,0.31
551,0.91
552,1.07
553,-0.54
554,1.07
555,-0.15
556,1.59
557,1.01
558,0.49
559,-1.71
560,-0.13
561,-0.58
562,-0.85
563,-1.97
564,1.46
565,0.99
566,0.33
567,-1.79
568,0.47
569,1.37
570,0.33
571,0.45
572,-1.35
573,0.66
574,-0.38
575,-1.39
576,-1.59
577,-1.47
578,-3.59
579,-4.85
580,2.79
581,2.8
582,-1.19
583,-0.44
584,-2.35
585,-1.61
586,1.5
587,0.86
588,0.38
589,-0.48
590,-0.14
591,0.79
592,1.58
593,0.71
594,0.79
595,0.06
596,-1.23
597,1.39
598,0.91
599,-0.06
600,0.35
601,0.09
602,-0.14
603,-2.49
604,-0.9
605,0.83
606,-0.18
607,-1.33
608,0.1
609,0.42
610,0.24
611,-0.1
612,0.08
613,0.35
614,0.56
615,0.01
616,0.08
617,0.13
618,0.17
619,-0.36
620,0.07
621,0.35
622,-0.3
623,0.63
624,0.21
625,0.61
626,-0.37
627,-0.9
628,-0.17
629,-0.54
630,0.1
631,0.29
632,-0.38
633,0.78
634,0.44
635,-0.02
636,0.34
637,0.43
638,0.38
639,-0.07
640,-0.07
641,0.89
642,0.01
643,0.25
644,0.45
645,0.13
646,0.52
647,0.47
648,0.35
649,0.42
650,0.11
651,-0.27
652,1.26
653,-0.15
654,-0.33
655,0.68
656,0.54
657,0.11
658,1.05
659,0.27
660,0.85
661,-0.84
662,0.11
663,0.88
664,0.93
665,0.05
666,0.61
667,-0.11
668,-0.24
669,-1.44
670,-0.21
671,1.07
672,0.42
673,-0.23
674,0.19
675,0.74
676,0.05
677,0.15
678,-0.65
679,-0.48
680,1.14
681,0.01
682,0.65
683,0.2
684,0.44
685,0.79
686,-0.33
687,0.33
688,-0.13
689,-0.3
690,0.66
691,0.84
692,-0.37
693,-1.38
694,0.99
695,0.83
696,-0.97
697,-0.98
698,0.82
699,-0.18
700,0.0
701,0.7
702,1.12
703,-0.29
704,0.52
705,1.01
706,-0.18
707,0.22
708,0.34
709,0.06
710,0.91
711,-0.03
712,-0.01
713,0.51
714,-1.16
715,1.36
716,0.32
717,0.44
718,0.89
719,1.05
720,-0.41
721,-0.17
722,-0.84
723,0.3
724,-0.39
725,-3.42
726,-2.24
727,-2.49
728,0.55
729,3.16
730,-0.58
731,-0.15
732,-0.33
733,-0.43
734,-1.0
735,0.77
736,1.11
737,0.49
738,1.03
739,0.33
740,0.78
741,-0.28
742,0.03
743,0.83
744,0.58
745,1.29
746,1.65
747,0.43
748,-0.22
749,-0.89
750,-1.55
751,0.09
752,1.06
753,0.65
754,0.26
755,-0.22
756,1.3
757,-0.81
758,0.53
759,1.51
760,-0.78
761,0.01
762,-0.36
763,-0.1
764,0.0
765,-1.1
766,0.56
767,0.02
768,0.11
769,-0.9
770,0.07
771,0.82
772,0.66
773,0.33
774,0.47
775,0.03
776,-1.24
777,-2.61
778,-1.35
779,1.99
780,0.75
781,-0.83
782,-0.96
783,-1.88
784,0.78
785,1.38
786,1.3
787,0.58
788,0.9
789,0.35
790,0.79
791,0.42
792,0.38
793,-0.38
794,-0.49
795,-0.79
796,-2.22
797,0.42
798,0.43
799,0.2
800,-0.63
801,-0.03
802,0.69
803,1.5
804,0.79
805,0.0
806,-0.49
807,-0.11
808,-0.51
809,-0.4
810,-1.24
811,-1.1
812,-4.05
813,-3.2
814,4.32
815,2.14
816,-2.47
817,0.87
818,-0.44
819,0.91
820,-0.53
821,-0.3
822,-0.54
823,-1.65
824,0.36
825,0.88
826,0.89
827,0.44
828,0.13
829,0.14
830,0.83
831,0.51
832,0.12
833,-0.26
834,0.52
835,0.56
836,-0.23
837,-0.44
838,-0.21
839,0.88
840,0.11
841,1.14
842,0.32
843,0.67
844,0.32
845,-0.33
846,-0.58
847,-0.71
848,0.12
849,-0.37
850,1.17
851,-0.22
852,-2.67
853,0.23
854,0.09
855,-0.51
856,0.51
857,-0.54
858,-1.31
859,-1.63
860,-2.35
861,0.09
862,0.19
863,-0.54
864,-3.6
865,-0.41
866,0.05
867,-0.2
868,1.14
869,1.08
870,1.54
871,-0.08
872,0.79
873,-0.4
874,-0.17
875,-0.65
876,0.06
877,0.26
878,0.32
879,0.7
880,0.47
881,0.61
882,0.15
883,-0.28
884,-0.02
885,0.11
886,0.28
887,-0.12
888,-0.26
889,0.7
890,-0.13
891,0.16
892,0.54
893,0.23
894,0.48
895,0.42
896,0.18
897,0.27
898,0.58
899,0.23
900,-0.12
901,-0.22
902,0.09
903,0.21
904,-0.54
905,-0.18
906,0.54
907,-0.13
908,0.02
909,0.15
910,-1.16
911,0.25
912,-0.59
913,-0.05
914,-0.03
915,-0.3
916,-0.68
917,0.95
918,0.72
919,0.19
920,-0.16
921,-0.07
922,-0.55
923,-0.21
924,-0.48
925,0.48
926,-3.14
927,1.14
928,1.51
929,-0.31
930,-0.6
931,0.08
932,1.53
933,0.44
934,0.26
935,0.27
936,-0.27
937,-0.21
938,0.08
939,-0.35
940,0.01
941,-0.02
942,0.09
943,0.76
944,0.41
945,0.09
946,0.07
947,-1.42
948,1.02
949,0.22
950,-0.29
951,-0.96
952,0.04
953,0.05
954,0.41
955,0.41
956,0.18
957,-0.09
958,-0.12
959,0.24
960,-0.3
961,0.1
962,-0.5
963,-0.95
964,-0.57
965,0.82
966,-2.08
967,-0.3
968,-0.04
969,-1.02
970,1.0
971,-2.28
972,-2.46
973,2.37
974,2.34
975,0.82
976,-0.27
977,0.67
978,0.56
979,-0.28
980,-0.47
981,-1.68
982,-0.33
983,-1.19
984,-2.19
985,-2.22
986,1.73
987,-4.6
988,-6.79
989,1.4
990,1.04
991,-8.23
992,-11.71
993,3.82
994,8.39
995,-1.99
996,-7.37
997,-2.53
998,2.13
999,-3.77
1000,-6.5
1001,-7.12
1002,4.75
1003,6.77
1004,1.2
1005,0.59
1006,2.32
1007,0.62
1008,0.35
1009,0.13
1010,-1.51
1011,-0.24
1012,-0.34
1013,1.59
1014,1.83
1015,-0.23
1016,1.38
1017,0.65
1018,-0.2
1019,-0.5
1020,-0.3
1021,-2.78
1022,-0.03
1023,1.24
1024,-0.92
1025,0.16
1026,-0.04
1027,-2.92
1028,-3.79
1029,1.01
1030,-1.32
1031,0.46
1032,0.7
1033,-0.5
1034,-0.51
1035,-0.7
1036,2.1
1037,1.03
1038,0.04
1039,1.16
1040,0.39
1041,0.32
1042,0.14
1043,1.5
1044,-0.2
1045,-0.02
1046,0.13
1047,0.13
1048,-0.19
1049,0.0
1050,-0.95
1051,-0.07
1052,0.59
1053,0.68
1054,0.58
1055,0.71
1056,0.7
1057,0.69
1058,0.39
1059,-0.23
1060,0.92
1061,0.68
1062,1.01
1063,0.21
1064,0.0
1065,0.36
1066,0.77
1067,-0.17
1068,-0.05
1069,0.16
1070,0.54
1071,0.1
1072,0.33
1073,0.26
1074,0.01
1075,-0.13
1076,1.13
1077,-0.65
1078,-1.3
1079,0.49
1080,-0.22
1081,-0.48
1082,0.9
1083,0.65
1084,0.14
1085,0.58
1086,-0.04
1087,0.31
1088,-0.21
1089,0.51
1090,-0.08
1091,0.47
1092,0.73
1093,0.1
1094,-0.05
1095,0.5
1096,0.12
1097,0.21
1098,1.21
1099,0.64
1100,0.72
1101,0.07
1102,0.26
1103,-0.51
1104,1.46
1105,0.33
1106,0.07
1107,-0.33
1108,0.69
1109,0.54
1110,0.52
1111,0.48
1112,-0.3
1113,0.14
1114,0.35
1115,0.16
1116,0.03
1117,-0.91
1118,0.53
1119,0.3
1120,-0.34
1121,0.09
1122,0.4
1123,-0.18
1124,-0.88
1125,0.18
1126,-1.01
1127,-0.31
1128,0.09
1129,0.13
1130,-0.8
1131,-0.18
1132,-2.27
1133,-1.32
1134,0.83
1135,-1.23
1136,-2.36
1137,-3.47
1138,-2.91
1139,4.41
1140,-0.21
1141,-0.48
1142,0.78
1143,1.09
1144,-0.03
1145,0.53
1146,1.0
1147,-1.11
1148,0.67
1149,-0.03
1150,-1.18
1151,0.35
1152,-1.08
1153,-0.04
1154,0.37
1155,0.22
1156,0.56
1157,-0.21
1158,-0.1
1159,0.94
1160,-0.19
1161,-0.55
1162,-0.24
1163,-1.15
1164,-1.33
1165,-1.93
1166,-2.96
1167,0.41
1168,-2.17
1169,-1.55
1170,0.48
1171,-0.71
1172,-5.1
1173,-1.74
1174,-4.89
1175,3.83
1176,-0.04
1177,-2.17
1178,-0.46
1179,0.16
1180,-2.14
1181,2.07
1182,-0.5
1183,0.06
1184,2.02
1185,0.53
1186,0.41
1187,-0.18
1188,-0.71
1189,-0.98
1190,1.7
1191,0.69
1192,0.29
1193,0.3
1194,1.57
1195,1.51
1196,0.58
1197,1.49
1198,0.76
1199,-0.01
1200,-3.06
1201,0.86
1202,1.41
1203,-1.42
1204,0.18
1205,0.36
1206,0.16
1207,-0.57
1208,-1.89
1209,0.04
1210,-0.22
1211,0.62
1212,0.22
1213,0.28
1214,-0.64
1215,-0.68
1216,-3.15
1217,-1.09
1218,0.35
1219,-1.42
1220,-0.55
1221,0.67
1222,1.12
1223,0.67
1224,-0.26
1225,0.57
1226,0.25
1227,-0.26
1228,-0.05
1229,0.32
1230,-0.44
1231,0.12
1232,0.63
1233,0.03
1234,1.31
1235,0.62
1236,-0.55
1237,-0.41
1238,1.39
1239,0.14
1240,0.94
1241,0.03
1242,0.67
1243,0.07
1244,-0.37
1245,-0.4
1246,-0.58
1247,-1.02
1248,0.41
1249,-0.93
1250,-1.83
1251,0.3
1252,-2.66
1253,-0.34
1254,-1.99
1255,-1.63
1256,-2.06
1257,-1.48
1258,-2.4
1259,-3.57
1260,3.94
1261,0.09
1262,1.53
1263,-0.43
1264,-2.3
1265,-2.12
1266,-0.53
1267,-4.15
1268,-2.31
1269,2.32
1270,-1.38
1271,2.26
1272,-0.82
1273,-3.46
1274,-1.38
1275,0.92
1276,-1.81
1277,-1.74
1278,0.85
1279,1.6
1280,1.53
1281,-0.31
1282,0.59
1283,-0.33
1284,-1.46
1285,-1.99
1286,-0.24
1287,-0.14
1288,-1.63
1289,-0.51
1290,-2.72
1291,-0.83
1292,-3.25
1293,0.55
1294,0.87
1295,2.94
1296,1.7
1297,2.56
1298,-1.52
1299,-0.43
1300,1.62
1301,1.25
1302,0.65
1303,0.05
1304,-0.34
1305,-0.51
1306,-1.49
1307,-0.86
1308,0.08
1309,-0.12
1310,1.74
1311,-1.15
1312,-1.96
1313,-0.53
1314,-0.54
1315,-1.21
1316,-1.36
1317,-2.67
1318,-1.83
1319,-0.23
1320,-2.76
1321,-1.75
1322,-4.31
1323,1.16
1324,3.0
1325,1.01
1326,0.42
1327,-1.62
1328,-1.77
1329,0.78
1330,-2.13
1331,-0.46
1332,-2.12
1333,0.97
1334,3.19
1335,3.47
1336,3.36
1337,-0.19
1338,1.89
1339,1.72
1340,1.81
1341,0.68
1342,-0.1
1343,-1.37
1344,-1.89
1345,1.22
1346,-1.35
1347,0.16
1348,0.27
1349,-0.57
1350,1.24
1351,0.21
1352,0.66
1353,2.77
1354,-0.21
1355,0.62
1356,0.15
1357,-1.52
1358,0.26
1359,0.91
1360,-0.5
1361,0.67
1362,0.34
1363,0.16
1364,-0.38
1365,0.96
1366,1.14
1367,2.66
1368,0.7
1369,0.73
1370,-0.31
1371,0.05
1372,1.31
1373,-1.12
1374,1.18
1375,1.18
1376,1.37
1377,1.0
1378,0.67
1379,-1.3
1380,0.97
1381,0.5
1382,-0.8
1383,-0.71
1384,-1.27
1385,-0.88
1386,0.84
1387,-0.42
1388,-0.19
1389,1.32
1390,0.22
1391,-0.83
1392,-0.77
1393,-1.02
1394,0.94
1395,0.93
1396,-0.36
1397,0.49
1398,2.28
1399,0.49
1400,-0.2
1401,-0.57
1402,-0.44
1403,0.24
1404,-0.57
1405,-1.26
1406,-1.61
1407,-1.05
1408,0.51
1409,-1.31
1410,-1.15
1411,0.87
1412,0.29
1413,-1.56
1414,0.19
1415,0.24
1416,-0.54
1417,0.47
1418,-0.37
1419,-0.44
1420,-2.19
1421,-1.49
1422,-1.36
1423,0.03
1424,0.19
1425,-2.03
1426,-2.05
1427,-1.21
1428,-0.18
1429,-1.3
1430,-3.14
1431,-1.54
1432,-2.02
1433,3.64
1434,0.93
1435,-1.02
1436,0.76
1437,-0.42
1438,-0.23
1439,-0.55
1440,2.13
1441,0.97
1442,-0.24
1443,-0.39
1444,0.24
1445,-1.34
1446,-1.99
1447,-0.06
1448,-1.91
1449,-1.69
1450,0.38
1451,-0.69
1452,-0.08
1453,0.46
1454,-1.83
1455,-0.83
1456,0.0
1457,-0.98
1458,-1.27
1459,-3.32
1460,-1.56
1461,2.43
1462,4.62
1463,0.72
1464,-0.55
1465,0.83
1466,0.03
1467,-1.51
1468,0.11
1469,0.34
1470,1.02
1471,0.15
1472,-0.42
1473,-0.59
1474,-0.44
1475,-0.06
1476,1.98
1477,2.54
1478,0.35
1479,3.86
1480,1.68
1481,1.25
1482,0.84
1483,-1.93
1484,-1.06
1485,-0.22
1486,-0.26
1487,2.18
1488,-0.71
1489,-2.11
1490,-1.57
1491,0.65
1492,0.76
1493,-0.22
1494,-1.96
1495,-0.91
1496,-3.07
1497,1.59
1498,1.34
1499,-0.15
1500,1.12
1501,1.06
1502,-0.94
1503,-0.35
1504,-1.15
1505,0.46
1506,-0.85
1507,0.19
1508,-1.27
1509,0.01
1510,0.08
1511,0.0
1512,-0.31
1513,-0.8
1514,-0.97
1515,-0.2
1516,-0.06
1517,0.61
1518,-1.16
1519,1.51
1520,-0.31
1521,0.68
1522,1.33
1523,1.18
1524,-0.38
1525,0.06
1526,0.49
1527,0.45
1528,-1.63
1529,-0.5
1530,-1.21
1531,0.16
1532,0.39
1533,-0.18
1534,-0.25
1535,0.16
1536,-0.59
1537,-0.69
1538,-1.38
1539,-1.86
1540,-1.33
1541,-1.9
1542,-1.69
1543,-0.73
1544,-1.04
1545,0.42
1546,-4.32
1547,-1.58
1548,-1.13
1549,-0.83
1550,-2.79
1551,-3.43
1552,-5.42
1553,-1.53
1554,5.52
1555,-1.59
1556,-1.9
1557,3.15
1558,-3.44
1559,-4.37
1560,-4.1
1561,-4.25
1562,1.45
1563,-0.49
1564,-5.19
1565,5.34
1566,3.32
1567,6.02
1568,2.41
1569,0.15
1570,-1.27
1571,-2.59
1572,0.87
1573,0.48
1574,-0.46
1575,2.11
1576,2.71
1577,0.93
1578,-2.69
1579,0.74
1580,1.37
1581,-1.14
1582,-1.85
1583,-0.61
1584,-0.24
1585,1.32
1586,1.72
1587,1.38
1588,1.66
1589,0.77
1590,2.56
1591,3.12
1592,0.98
1593,-2.7
1594,-0.94
1595,0.05
1596,-2.12
1597,-1.1
1598,-1.12
1599,0.1
1600,-1.29
1601,-1.43
1602,-2.62
1603,0.83
1604,-0.96
1605,0.21
1606,-2.18
1607,-2.89
1608,-0.67
1609,-0.37
1610,0.45
1611,-1.38
1612,-2.21
1613,-1.07
1614,0.96
1615,-0.4
1616,-1.59
1617,-2.85
1618,-3.78
1619,-1.67
1620,-1.27
1621,-2.92
1622,-2.56
1623,0.18
1624,-4.11
1625,4.89
1626,4.07
1627,-0.97
1628,-1.65
1629,-1.58
1630,-0.12
1631,-2.97
1632,0.21
1633,-0.14
1634,5.16
1635,1.85
1636,-2.83
1637,-1.12
1638,3.81
1639,2.58
1640,1.84
1641,0.15
1642,1.45
1643,-0.87
1644,2.97
1645,1.55
1646,-0.3
1647,-0.3
1648,-1.09
1649,-1.12
1650,-0.16
1651,-0.14
1652,-1.27
1653,-0.82
1654,-0.02
1655,0.4
1656,-1.54
1657,0.83
1658,-0.31
1659,1.97
1660,0.65
1661,-0.14
1662,-1.64
1663,-0.61
1664,-0.24
1665,-1.07
1666,-1.2
1667,-1.02
1668,-0.33
1669,2.11
1670,4.12
1671,0.4
1672,0.83
1673,-0.11
1674,-0.9
1675,1.85
1676,-1.56
1677,-2.78
1678,-0.27
1679,0.06
1680,0.02
1681,0.27
1682,0.7
1683,-1.27
1684,2.28
1685,0.75
1686,0.69
1687,2.03
1688,0.3
1689,1.23
1690,0.29
1691,-1.42
1692,-1.44
1693,0.04
1694,-1.65
1695,-1.12
1696,-1.14
1697,-0.42
1698,-0.31
1699,-0.72
1700,-0.33
1701,-0.75
1702,-0.52
1703,-0.34
1704,-1.26
1705,-1.21
1706,-0.56
1707,-1.14
1708,-2.14
1709,0.24
1710,-0.86
1711,-2.22
1712,-2.06
1713,-2.33
1714,-1.12
1715,-2.86
1716,0.97
1717,-3.3
1718,-1.23
1719,1.08
1720,-0.64
1721,1.69
1722,2.86
1723,-2.21
1724,-1.23
1725,-1.21
1726,1.3
1727,-0.28
1728,-1.18
1729,-0.23
1730,0.4
1731,1.03
1732,-1.04
1733,-2.74
1734,0.31
1735,-1.87
1736,-0.38
1737,-1.44
1738,-0.58
1739,1.56
1740,0.46
1741,-0.27
1742,-0.58
1743,0.44
1744,-1.64
1745,-1.21
1746,-0.39
1747,-1.72
1748,1.07
1749,-1.12
1750,-1.43
1751,0.77
1752,0.33
1753,-1.09
1754,-1.05
1755,-4.15
1756,-2.25
1757,0.03
1758,-0.81
1759,-3.05
1760,-2.45
1761,1.16
1762,3.41
1763,2.68
1764,0.55
1765,-1.01
1766,-1.31
1767,-2.37
1768,0.83
1769,1.9
1770,-1.03
1771,1.61
1772,0.95
1773,1.5
1774,-1.16
1775,0.15
1776,-0.39
1777,-1.64
1778,-0.95
1779,3.72
1780,-0.44
1781,-0.58
1782,-1.9
1783,0.65
1784,-0.87
1785,-0.95
1786,1.7
1787,0.8
1788,-0.22
1789,1.46
1790,-0.42
1791,0.56
1792,0.72
1793,0.44
1794,3.25
1795,0.95
1796,1.74
1797,1.84
1798,-0.14
1799,-1.06
1800,2.77
1801,2.44
1802,4.3
1803,0.61
1804,6.39
1805,1.69
1806,3.4
1807,4.52
1808,1.83
1809,1.84
1810,1.6
1811,-2.82
1812,3.27
1813,3.26
1814,0.36
1815,5.84
1816,7.52
1817,2.08
1818,6.57
1819,2.8
1820,-4.77
1821,-3.81
1822,6.48
1823,3.84
1824,-1.78
1825,-0.27
1826,1.63
1827,-0.28
1828,6.82
1829,3.91
1830,2.27
1831,4.42
1832,1.26
1833,4.72
1834,2.12
1835,1.44
1836,-3.02
1837,3.46
1838,4.95
1839,1.43
1840,1.28
1841,1.47
1842,0.42
1843,-4.01
1844,-2.36
1845,-7.15
1846,-7.56
1847,-4.98
1848,-0.06
1849,2.75
1850,-1.05
1851,-1.56
1852,0.33
1853,12.79
1854,-0.94
1855,-0.87
1856,2.36
1857,-3.79
1858,-0.87
1859,0.41
1860,-2.17
1861,-2.48
1862,1.25
1863,-1.8
1864,0.25
1865,-6.55
1866,-3.85
1867,-5.87
1868,-3.15
1869,-5.0
1870,2.06
1871,-0.64
1872,5.38
1873,2.55
1874,-3.15
1875,0.5
1876,1.37
1877,0.29
1878,-4.74
1879,0.52
1880,-1.73
1881,-1.49
1882,0.19
1883,0.54
1884,1.84
1885,-1.32
1886,-0.37
1887,-2.19
1888,-4.38
1889,-2.25
1890,4.05
1891,1.15
1892,4.17
1893,-1.46
1894,2.86
1895,3.5
1896,2.74
1897,-2.22
1898,-1.83
1899,1.39
1900,-5.99
1901,0.59
1902,0.34
1903,-0.7
1904,-0.68
1905,-3.45
1906,-1.09
1907,0.85
1908,-1.34
1909,-1.37
1910,-3.25
1911,1.11
1912,-1.72
1913,-1.69
1914,-0.43
1915,0.79
1916,0.48
1917,-0.96
1918,-0.43
1919,-0.1
1920,0.23
1921,-2.1
1922,0.22
1923,-0.4
1924,-0.4
1925,-0.56
1926,-3.03
1927,-2.39
1928,-2.35
1929,-2.01
1930,-2.72
1931,1.93
1932,-2.62
1933,-0.42
1934,-0.16
1935,5.24
1936,5.5
1937,0.77
1938,2.19
1939,3.52
1940,1.68
1941,-0.34
1942,2.63
1943,2.02
1944,-1.68
1945,-1.75
1946,-0.39
1947,-0.64
1948,-1.75
1949,-0.85
1950,0.11
1951,0.94
1952,-0.23
1953,-0.45
1954,0.01
1955,-0.02
1956,0.6
1957,-0.74
1958,-0.3
1959,-1.11
1960,0.87
1961,-1.19
1962,-1.86
1963,-0.12
1964,-0.8
1965,-0.28
1966,0.13
1967,0.7
1968,3.18
1969,-0.67
1970,0.26
1971,-6.41
1972,0.42
1973,-3.29
1974,0.89
1975,2.2
1976,-3.28
1977,-0.22
1978,-4.37
1979,-0.15
1980,-2.44
1981,-5.03
1982,-0.45
1983,2.92
1984,-2.13
1985,3.99
1986,24.52
1987,6.8
1988,-4.62
1989,-0.11
1990,-1.16
1991,-4.27
1992,-2.73
1993,-0.52
1994,1.88
1995,-0.19
1996,-2.27
1997,-2.26
1998,-1.34
1999,-1.25
2000,-1.89
2001,-0.87
2002,-0.69
2003,1.0
2004,0.7
2005,3.54
2006,0.22
2007,1.32
